face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
detected_faces\553_face0.jpg,Southeast Asian,Asian,Male,20-29,"[0.11165042 0.00040654 0.16722006 0.26784894 0.36154255 0.00277431
 0.08855722]",[2.9605275e-01 3.2964378e-04 7.0275623e-01 8.6146075e-04],[0.9920544  0.00794564],"[8.7379370e-08 1.1220354e-05 4.3817472e-02 8.4806740e-01 1.0681627e-01
 1.2782335e-03 8.9529522e-06 3.3778741e-07 1.0081056e-08]"
detected_faces\554_face0.jpg,Indian,Indian,Female,20-29,"[1.6227551e-03 1.4503137e-04 1.5928665e-02 1.5896998e-04 1.0855435e-03
 9.1762459e-01 6.3434370e-02]",[4.6450719e-03 1.6225815e-03 3.5520748e-04 9.9337709e-01],[9.6691299e-05 9.9990326e-01],"[1.2565370e-08 1.6992704e-05 2.4523791e-02 8.2865572e-01 1.4174406e-01
 5.0111488e-03 4.7231697e-05 1.0951572e-06 2.6613245e-08]"
detected_faces\555_face0.jpg,White,White,Male,60-69,"[9.2937756e-01 4.8055692e-05 2.4759145e-03 3.1924938e-05 7.7386198e-05
 6.6397741e-04 6.7325220e-02]",[9.9814296e-01 9.6682561e-05 7.2190200e-04 1.0384839e-03],[9.9980545e-01 1.9452652e-04],"[3.4407589e-05 2.7938166e-05 3.6016980e-04 3.0341404e-04 9.6698944e-04
 1.1141425e-02 2.4611691e-01 6.5886772e-01 8.2180955e-02]"
detected_faces\556_face0.jpg,Latino_Hispanic,White,Male,60-69,"[0.2738654  0.00603953 0.4730913  0.0018859  0.00657055 0.02191903
 0.21662837]",[0.9816159  0.00149094 0.01428716 0.00260595],[9.9976110e-01 2.3889245e-04],"[1.3109813e-04 1.2147494e-04 1.2125298e-03 1.3033699e-03 4.4637956e-03
 3.3855103e-02 3.3043507e-01 5.9736079e-01 3.1116778e-02]"
detected_faces\557_face0.jpg,Indian,Indian,Male,30-39,"[2.2195656e-02 1.1268223e-02 6.6477090e-02 6.2302285e-04 2.1507100e-03
 8.6425704e-01 3.3028290e-02]",[1.6638405e-03 2.1644568e-03 4.1895887e-04 9.9575269e-01],[9.9978471e-01 2.1528373e-04],"[1.5530957e-05 1.3844341e-04 2.0393059e-03 2.7074689e-01 6.5729511e-01
 6.8428785e-02 1.2996916e-03 3.4841662e-05 1.4522163e-06]"
detected_faces\558_face0.jpg,Indian,Indian,Male,3-9,"[0.02882447 0.00321206 0.23954648 0.00081645 0.00505627 0.71066463
 0.01187968]",[0.01990744 0.00413252 0.0031713  0.9727887 ],[0.7513285  0.24867152],"[7.7813282e-04 8.3045548e-01 1.6513084e-01 3.1846303e-03 3.8490776e-04
 6.4050721e-05 1.5988643e-06 3.1121996e-07 4.0160501e-08]"
detected_faces\559_face0.jpg,White,White,Female,20-29,"[9.9759626e-01 6.9285497e-06 5.9854501e-04 7.0112321e-05 6.2002553e-05
 2.4904202e-05 1.6413009e-03]",[9.9590886e-01 2.0661627e-04 3.5736719e-03 3.1090781e-04],[8.6193753e-04 9.9913806e-01],"[6.1090168e-06 2.4710197e-03 1.5954173e-01 6.6983283e-01 1.6077486e-01
 7.2478293e-03 1.2319916e-04 2.3516602e-06 1.4427044e-07]"
detected_faces\55_face0.jpg,East Asian,Asian,Male,30-39,"[5.3589983e-04 5.8992794e-03 2.7315042e-03 5.3565431e-01 4.5503247e-01
 1.1331246e-04 3.3242784e-05]",[4.11316687e-05 1.71115540e-03 9.98126984e-01 1.20726094e-04],[9.9998903e-01 1.1006568e-05],"[1.7442986e-06 1.7644981e-05 3.3322640e-03 2.0298329e-01 5.1705778e-01
 2.3488195e-01 3.9837386e-02 1.8019646e-03 8.5984153e-05]"
detected_faces\560_face0.jpg,White,White,Female,40-49,"[9.8353356e-01 3.3423476e-05 7.3588482e-04 1.2947033e-04 1.1984482e-04
 2.6771166e-05 1.5420990e-02]",[8.3133900e-01 1.1539746e-02 1.5661152e-01 5.0966337e-04],[0.04449576 0.95550424],"[5.3247124e-05 5.0104101e-04 4.4585024e-03 5.4682467e-02 2.2842012e-01
 3.4060270e-01 3.0274597e-01 6.0023099e-02 8.5127316e-03]"
detected_faces\561_face0.jpg,White,White,Male,0-2,"[9.8707545e-01 6.0822605e-04 1.9329927e-03 1.6035154e-03 6.8097631e-04
 1.5039559e-04 7.9484805e-03]",[0.959443   0.00140467 0.03525899 0.00389334],[0.8471229 0.1528771],"[8.9631808e-01 1.0315465e-01 2.4996663e-04 1.3101789e-04 1.1118537e-04
 2.8273518e-05 6.1688033e-06 4.0764149e-07 2.5015080e-07]"
detected_faces\562_face0.jpg,Latino_Hispanic,Indian,Male,20-29,"[0.15877423 0.01255098 0.46166083 0.00339587 0.00717735 0.05295897
 0.30348176]",[0.3445979  0.04849844 0.03168873 0.5752149 ],[0.6400154  0.35998455],"[1.6701890e-06 3.4631419e-04 4.6756078e-02 5.4775798e-01 3.3179799e-01
 6.9877587e-02 3.3754639e-03 8.5852160e-05 1.1703814e-06]"
detected_faces\563_face0.jpg,White,White,Female,20-29,"[9.9966133e-01 1.7821003e-08 1.8262523e-05 1.3538192e-05 3.9264391e-06
 3.8595610e-07 3.0267486e-04]",[9.9953783e-01 1.8559012e-05 4.2824209e-04 1.5332660e-05],[5.582908e-04 9.994417e-01],"[1.3139271e-06 5.7315677e-03 2.8542551e-01 6.4312917e-01 6.3571677e-02
 2.1348449e-03 5.8534515e-06 8.5582613e-08 1.4637899e-08]"
detected_faces\564_face0.jpg,Black,Black,Female,10-19,"[0.0352783  0.46787882 0.33995453 0.01596623 0.13023765 0.00806306
 0.00262153]",[0.03401551 0.6694005  0.26030728 0.03627664],[0.00228546 0.9977146 ],"[5.4563512e-05 4.5484316e-02 6.5445918e-01 2.7093297e-01 2.8230773e-02
 8.2086038e-04 1.6464181e-05 7.7468036e-07 4.0554092e-08]"
detected_faces\565_face0.jpg,Black,Black,Male,20-29,"[3.4679952e-03 9.4455552e-01 3.0838601e-02 3.8153664e-04 2.4818345e-03
 4.8383675e-03 1.3436127e-02]",[0.00366291 0.97614664 0.0020299  0.01816057],[9.9996728e-01 3.2697822e-05],"[2.5910734e-07 2.5154190e-05 6.5892190e-03 5.8689207e-01 3.9095387e-01
 1.5180443e-02 3.5001923e-04 8.2323304e-06 7.1816703e-07]"
detected_faces\566_face0.jpg,East Asian,Asian,Female,10-19,"[1.7457400e-03 2.8327539e-05 1.0696357e-03 9.5102406e-01 4.5089059e-02
 1.9753410e-04 8.4570306e-04]",[1.983503e-04 7.481204e-06 9.997844e-01 9.763438e-06],[0.01543951 0.9845605 ],"[1.4555782e-05 7.0200609e-03 6.2314218e-01 3.6420622e-01 5.4828166e-03
 1.3189207e-04 1.9887646e-06 2.5877944e-07 1.9240238e-08]"
detected_faces\567_face0.jpg,Indian,Indian,Female,50-59,"[0.02709869 0.00634651 0.01022663 0.01180218 0.01132174 0.912956
 0.02024833]",[0.00650424 0.00780759 0.01308571 0.9726025 ],[0.15948795 0.8405121 ],"[1.15083545e-04 3.91434645e-04 6.60296576e-03 7.50651285e-02
 2.21439317e-01 2.59381831e-01 3.14983368e-01 1.04655139e-01
 1.73657555e-02]"
detected_faces\568_face0.jpg,White,White,Female,20-29,"[7.8833830e-01 1.5358368e-04 1.8763460e-02 2.3168598e-04 5.3761469e-04
 3.0828820e-04 1.9166708e-01]",[0.9864527  0.00323079 0.00719045 0.00312596],[2.1389069e-04 9.9978608e-01],"[4.4579335e-07 1.2085448e-04 1.7251389e-02 5.1620609e-01 4.2085463e-01
 4.4195618e-02 1.3373153e-03 3.2941174e-05 7.0583093e-07]"
detected_faces\569_face0.jpg,Indian,Indian,Male,50-59,"[5.4993329e-04 7.9032378e-03 3.4168627e-02 8.6002378e-04 1.7257087e-02
 9.3881869e-01 4.4235762e-04]",[0.00138154 0.10494465 0.02339794 0.87027586],[0.9584149  0.04158514],"[6.9714602e-05 2.0809709e-04 2.0509025e-03 6.7924231e-04 9.3639651e-03
 1.8559073e-01 6.1465293e-01 1.8225588e-01 5.1285098e-03]"
detected_faces\56_face0.jpg,White,White,Male,30-39,"[9.8195010e-01 7.0275266e-05 7.1587297e-03 7.1870931e-04 4.2283721e-04
 2.9038545e-04 9.3889702e-03]",[9.6552187e-01 1.1458712e-04 2.4946945e-02 9.4165578e-03],[9.9966115e-01 3.3887595e-04],"[2.2232678e-07 1.7171279e-06 5.6982349e-04 1.6965972e-01 6.8326193e-01
 1.4260796e-01 3.8531551e-03 4.4325243e-05 1.1358703e-06]"
detected_faces\570_face0.jpg,Middle Eastern,White,Male,40-49,"[2.0555592e-01 2.9958706e-04 3.1861283e-02 3.6353271e-03 1.5043457e-03
 1.1191565e-03 7.5602442e-01]",[0.9725174  0.00393293 0.00874009 0.01480967],[9.9951166e-01 4.8830797e-04],"[1.74435972e-05 2.40603331e-05 7.65058445e-04 9.91594885e-03
 1.12963386e-01 4.69112754e-01 3.27324033e-01 7.71348625e-02
 2.74245930e-03]"
detected_faces\571_face0.jpg,White,White,Male,50-59,"[5.2133375e-01 5.6483885e-03 9.1747336e-02 3.5811117e-04 7.1713590e-04
 2.9941467e-03 3.7720111e-01]",[0.930631   0.04065281 0.00828687 0.02042929],[9.9999046e-01 9.5421019e-06],"[5.28857936e-06 2.81881421e-06 1.14125905e-04 9.94782080e-04
 1.42868236e-02 1.32754236e-01 5.56002200e-01 2.87393183e-01
 8.44654813e-03]"
detected_faces\572_face0.jpg,Black,Black,Male,20-29,"[3.3166478e-05 9.9948609e-01 3.0353179e-04 1.0672163e-05 4.9375889e-05
 6.1358493e-05 5.5845041e-05]",[1.4845162e-06 9.9994278e-01 2.2662754e-05 3.3125612e-05],[0.9981334  0.00186656],"[3.6581985e-06 1.3363805e-03 9.8236695e-02 7.5917673e-01 1.3518460e-01
 5.8220890e-03 2.2412046e-04 1.3411347e-05 2.4131757e-06]"
detected_faces\573_face0.jpg,East Asian,Asian,Male,3-9,"[7.2820531e-04 1.0547640e-03 1.6713690e-02 5.6962061e-01 4.0934715e-01
 2.2408555e-03 2.9485059e-04]",[0.00248288 0.0011689  0.9910967  0.00525153],[0.9967087  0.00329125],"[1.4220481e-02 9.6192193e-01 2.1843795e-02 9.7583252e-04 7.0574414e-04
 2.8009847e-04 3.7536232e-05 1.2596599e-05 1.8834935e-06]"
detected_faces\574_face0.jpg,Latino_Hispanic,Asian,Female,3-9,"[0.02611325 0.00491394 0.43956712 0.15734863 0.34275648 0.01842604
 0.01087448]",[8.8387355e-02 4.7126983e-04 9.0513462e-01 6.0068006e-03],[0.44857743 0.5514226 ],"[3.4875394e-04 6.6619748e-01 3.2859144e-01 4.2291507e-03 5.8502768e-04
 4.4598128e-05 2.5589482e-06 8.5234029e-07 1.9946314e-07]"
detected_faces\576_face0.jpg,Latino_Hispanic,Indian,Female,30-39,"[9.9474125e-02 2.7749634e-03 6.5919584e-01 4.5704216e-04 6.4081687e-04
 9.4060309e-02 1.4339690e-01]",[1.2745896e-01 6.7890622e-03 4.9092306e-04 8.6526102e-01],[0.00689324 0.9931068 ],"[1.1636649e-06 2.6767102e-05 1.9367026e-03 7.2617434e-02 5.1901817e-01
 3.6836225e-01 3.6991220e-02 1.0331279e-03 1.3216084e-05]"
detected_faces\577_face0.jpg,Middle Eastern,White,Male,30-39,"[0.35659486 0.00269086 0.16836149 0.00187091 0.00412876 0.00619313
 0.46016008]",[0.8035142  0.14866725 0.00555503 0.04226355],[9.9960524e-01 3.9482219e-04],"[5.6369589e-07 7.5427693e-06 1.3392165e-04 2.3149865e-02 6.5772957e-01
 3.1470338e-01 4.2428402e-03 3.2034517e-05 3.4752449e-07]"
detected_faces\578_face0.jpg,White,White,Male,30-39,"[6.5196484e-01 1.4451316e-04 6.9486029e-02 1.1712210e-03 6.5614807e-04
 1.1444463e-02 2.6513276e-01]",[9.7257948e-01 5.3350897e-05 5.5989163e-04 2.6807290e-02],[0.99432135 0.00567862],"[1.3297773e-07 2.1978017e-06 1.8547069e-03 3.9503813e-01 5.6094748e-01
 4.1134048e-02 9.9690608e-04 2.5319969e-05 1.0743154e-06]"
detected_faces\579_face0.jpg,Black,Black,Male,3-9,"[0.04436165 0.54526556 0.3103936  0.00413008 0.03648159 0.03749054
 0.02187702]",[0.11944753 0.68719584 0.06821118 0.12514547],[0.91159046 0.08840961],"[4.7830489e-01 5.1654297e-01 3.5148265e-03 9.3911844e-04 4.8365098e-04
 1.8082940e-04 2.6237902e-05 6.0827965e-06 1.4213106e-06]"
detected_faces\57_face0.jpg,Black,Black,Male,20-29,"[2.7239977e-04 9.7783810e-01 3.6995639e-03 2.7759830e-04 4.2397203e-03
 1.3571534e-02 1.0121854e-04]",[0.00289937 0.8336029  0.12270649 0.0407912 ],[9.9922574e-01 7.7427767e-04],"[3.0559832e-07 9.9124692e-05 7.0333049e-02 8.4307033e-01 8.4327288e-02
 2.1266683e-03 4.2184922e-05 1.0010498e-06 7.1935496e-08]"
detected_faces\580_face0.jpg,Middle Eastern,Indian,Male,20-29,"[2.4376970e-02 3.9408794e-03 1.0160707e-01 7.0792114e-05 5.2943599e-04
 4.1450229e-01 4.5497259e-01]",[0.01350075 0.00615883 0.00117063 0.9791698 ],[9.9973851e-01 2.6147912e-04],"[1.3379602e-06 7.1036149e-05 1.3966699e-02 7.0243549e-01 2.6963985e-01
 1.3733055e-02 1.4572556e-04 6.4885153e-06 2.9110927e-07]"
detected_faces\581_face0.jpg,East Asian,Asian,Male,3-9,"[6.3967276e-03 1.2098012e-06 2.2670449e-04 9.8217142e-01 1.1106897e-02
 9.0220865e-06 8.8030720e-05]",[1.3067116e-02 1.3700981e-05 9.8682696e-01 9.2278518e-05],[0.8342194  0.16578057],"[5.71602071e-03 9.41892624e-01 5.12786582e-02 7.71582476e-04
 2.22996066e-04 8.41727451e-05 1.80911247e-05 1.14324475e-05
 4.42716964e-06]"
detected_faces\582_face0.jpg,Indian,Asian,Male,3-9,"[0.00313999 0.00121608 0.18244217 0.10541458 0.26454893 0.4376822
 0.00555601]",[0.0009758  0.0086722  0.58548003 0.40487197],[9.9994940e-01 5.0585182e-05],"[4.1542221e-03 7.8449368e-01 1.7315049e-01 2.8127631e-02 8.6744567e-03
 1.3625323e-03 3.5255776e-05 1.6845447e-06 8.9824013e-08]"
detected_faces\583_face0.jpg,East Asian,Asian,Female,3-9,"[1.7581459e-03 3.4811739e-05 3.4316776e-03 7.7638990e-01 2.1736729e-01
 6.8063568e-04 3.3756130e-04]",[6.1169593e-03 1.2807069e-04 9.9317384e-01 5.8112759e-04],[0.01129393 0.98870605],"[1.7209522e-02 9.7703266e-01 5.2904626e-03 3.1400021e-04 9.8821045e-05
 4.0629522e-05 9.0332787e-06 3.2687999e-06 1.5255872e-06]"
detected_faces\584_face0.jpg,East Asian,Asian,Male,30-39,"[0.00824775 0.00192178 0.01139912 0.6961233  0.27938634 0.00095927
 0.00196247]",[0.01153563 0.00198429 0.97856826 0.0079118 ],[9.9986619e-01 1.3381516e-04],"[1.8832663e-06 9.7977399e-06 9.5618336e-04 1.7495306e-01 6.2137985e-01
 1.8356420e-01 1.7751036e-02 1.3248503e-03 5.9224123e-05]"
detected_faces\585_face0.jpg,White,White,Male,3-9,"[6.1382622e-01 8.7618078e-05 1.8653451e-01 1.2740161e-03 1.9834572e-03
 6.7604305e-03 1.8953377e-01]",[9.9865580e-01 7.2223706e-06 7.2626118e-04 6.1072310e-04],[0.5740887 0.4259113],"[3.61355906e-03 8.20719481e-01 1.72001809e-01 1.16788317e-03
 1.51249568e-03 8.49329168e-04 1.11938905e-04 1.91709732e-05
 4.39752966e-06]"
detected_faces\586_face0.jpg,Black,Black,Female,30-39,"[1.0636575e-04 9.9397552e-01 4.8732921e-03 8.9453286e-05 6.5162254e-04
 9.2021000e-05 2.1174453e-04]",[9.9484925e-05 9.9952298e-01 3.2327959e-04 5.4187327e-05],[0.00183137 0.99816865],"[6.52866629e-06 5.39676286e-04 5.07117063e-02 3.94221306e-01
 4.56892431e-01 9.18502659e-02 5.50094014e-03 2.61890877e-04
 1.52489165e-05]"
detected_faces\587_face0.jpg,White,White,Male,40-49,"[9.9607694e-01 6.4720886e-08 4.2086118e-05 1.9917366e-05 5.5855717e-06
 3.4024390e-07 3.8551623e-03]",[9.9948001e-01 2.8485485e-06 5.0424197e-04 1.2848970e-05],[9.9999183e-01 8.1481576e-06],"[1.3749321e-05 5.4021330e-06 1.4724486e-04 1.8237806e-03 6.9735423e-02
 5.8289212e-01 3.2121146e-01 2.3832122e-02 3.3870971e-04]"
detected_faces\588_face0.jpg,Indian,Indian,Female,10-19,"[0.01100088 0.00357742 0.1232671  0.00474503 0.037248   0.78804886
 0.03211265]",[0.01442836 0.00228344 0.0195603  0.9637279 ],[0.17960632 0.8203937 ],"[3.9673421e-05 1.4195432e-01 8.0545217e-01 4.2194165e-02 8.9839855e-03
 1.2922358e-03 7.1023191e-05 1.0942186e-05 1.4496092e-06]"
detected_faces\589_face0.jpg,Black,Black,Male,3-9,"[1.5068684e-05 9.9680412e-01 3.4804727e-04 1.4734438e-04 1.8306394e-03
 8.0295902e-04 5.1726136e-05]",[3.8214592e-05 9.9038595e-01 8.0128377e-03 1.5629557e-03],[0.5444743  0.45552573],"[1.2420204e-03 7.6195937e-01 2.0796068e-01 1.8523518e-02 8.2061756e-03
 1.7930757e-03 2.7392557e-04 3.1590655e-05 9.6330286e-06]"
detected_faces\58_face0.jpg,Middle Eastern,White,Female,40-49,"[1.8529353e-01 7.3891541e-04 6.6185683e-02 8.3031962e-03 6.8944814e-03
 7.2475307e-04 7.3185945e-01]",[0.843555   0.02904238 0.12220541 0.00519721],[0.01058131 0.9894187 ],"[8.69617361e-06 8.34466919e-05 2.07410287e-03 1.12257088e-02
 1.01638876e-01 4.19047743e-01 4.02450204e-01 6.21818006e-02
 1.28953473e-03]"
detected_faces\590_face0.jpg,Middle Eastern,White,Female,50-59,"[0.05845474 0.01087927 0.06869337 0.00380427 0.10933568 0.25869662
 0.49013606]",[0.47250596 0.0059792  0.42707887 0.09443601],[0.00186014 0.99813986],"[2.50641347e-06 1.97785812e-05 3.22071515e-04 6.35395944e-03
 7.67913908e-02 3.69716316e-01 4.16398615e-01 1.19897224e-01
 1.04982732e-02]"
detected_faces\591_face0.jpg,Latino_Hispanic,Indian,Male,40-49,"[0.13541275 0.00136837 0.68306863 0.00085975 0.00191356 0.08988432
 0.08749265]",[0.1164849  0.00807776 0.0157897  0.8596477 ],[9.9956143e-01 4.3854598e-04],"[5.1361538e-04 7.3971483e-04 5.9297374e-03 8.8549703e-03 9.5931925e-02
 4.8155007e-01 3.8884076e-01 1.7437803e-02 2.0143462e-04]"
detected_faces\592_face0.jpg,Black,Black,Male,10-19,"[6.9539812e-05 9.9968147e-01 7.3376847e-05 9.5264422e-06 3.2368203e-05
 1.0150612e-04 3.2281037e-05]",[5.4353586e-05 9.9952179e-01 6.3285821e-05 3.6051671e-04],[0.770777   0.22922301],"[7.1117777e-04 3.6487788e-01 4.6600008e-01 1.5653749e-01 1.1078610e-02
 7.4722822e-04 4.0863979e-05 4.9567934e-06 1.7299614e-06]"
detected_faces\593_face0.jpg,Latino_Hispanic,Black,Female,30-39,"[0.3250617  0.04485713 0.526547   0.00540401 0.00477247 0.00617622
 0.08718146]",[0.29467744 0.416075   0.28731456 0.00193306],[0.02595749 0.97404253],"[1.0225807e-05 7.9467142e-04 1.3071617e-02 1.0502344e-01 5.1400799e-01
 3.0806252e-01 5.2594520e-02 6.1302283e-03 3.0475724e-04]"
detected_faces\594_face0.jpg,Indian,Indian,Female,10-19,"[0.00276262 0.00520465 0.15903164 0.00241216 0.00739396 0.8155006
 0.00769433]",[0.00119284 0.03971495 0.0640044  0.8950878 ],[0.22643131 0.7735687 ],"[3.6583513e-06 1.8121803e-02 9.1570956e-01 5.6247599e-02 7.8206779e-03
 1.9707449e-03 1.0116279e-04 2.2644526e-05 2.1153278e-06]"
detected_faces\595_face0.jpg,Black,Black,Female,30-39,"[5.4022932e-04 9.7674155e-01 1.5332883e-02 4.2399719e-05 9.2292397e-04
 5.8567682e-03 5.6334311e-04]",[6.5659595e-05 9.8555964e-01 3.3910161e-05 1.4340820e-02],[0.01260354 0.9873965 ],"[1.9599347e-05 1.4292569e-03 3.4840625e-02 1.6954246e-01 5.0428218e-01
 2.4731471e-01 4.0808406e-02 1.7000892e-03 6.2674146e-05]"
detected_faces\596_face0.jpg,Southeast Asian,Asian,Male,3-9,"[1.7993004e-03 5.1835846e-02 4.1793954e-02 2.0654838e-01 6.9524646e-01
 2.6521992e-03 1.2385157e-04]",[0.01084998 0.07571644 0.89775413 0.0156794 ],[0.8855496  0.11445039],"[7.5783608e-03 9.5908791e-01 3.2398023e-02 4.7693821e-04 2.8290166e-04
 1.1513749e-04 3.2236654e-05 1.7229937e-05 1.1228464e-05]"
detected_faces\597_face0.jpg,Latino_Hispanic,Asian,Male,50-59,"[0.04358599 0.09139189 0.5926099  0.04876385 0.0805621  0.1317057
 0.01138072]",[0.26423427 0.07438695 0.48642543 0.17495337],[9.9991256e-01 8.7437344e-05],"[2.5205649e-05 8.3491374e-05 7.0914440e-04 6.3582207e-03 5.0357815e-02
 4.1731781e-01 4.5657817e-01 6.7342117e-02 1.2280387e-03]"
detected_faces\599_face0.jpg,East Asian,Asian,Female,3-9,"[1.2180414e-04 1.2784692e-05 1.1860203e-03 8.7456143e-01 1.2350660e-01
 5.9044344e-04 2.0881726e-05]",[5.0604972e-04 6.3024738e-05 9.9523222e-01 4.1986993e-03],[0.43760657 0.56239337],"[6.5238625e-03 9.7634906e-01 1.6770704e-02 2.3405244e-04 9.7000164e-05
 2.0981288e-05 2.8687689e-06 1.2381518e-06 1.7730808e-07]"
detected_faces\59_face0.jpg,Indian,White,Male,20-29,"[0.21404703 0.18936902 0.10256549 0.00489802 0.00892798 0.33344513
 0.14674726]",[0.31154343 0.28070036 0.16061601 0.2471402 ],[0.6356012  0.36439872],"[6.0138198e-05 6.8335477e-03 1.4483166e-01 4.0770122e-01 3.4458169e-01
 8.2518399e-02 1.1291079e-02 1.8400836e-03 3.4220179e-04]"
detected_faces\5_face0.jpg,Indian,Asian,Female,20-29,"[0.03496913 0.00073205 0.0369409  0.20112906 0.09734659 0.6159064
 0.01297584]",[0.03767712 0.0035858  0.48522627 0.47351074],[0.00214795 0.9978521 ],"[1.6077583e-05 1.3274325e-03 3.5965405e-02 7.1913052e-01 2.3013946e-01
 1.2844598e-02 5.3907844e-04 3.6158614e-05 1.3339861e-06]"
detected_faces\600_face0.jpg,Middle Eastern,White,Male,20-29,"[0.37419662 0.00098249 0.19243051 0.00266358 0.00603377 0.01549762
 0.4081953 ]",[0.9179691  0.00813082 0.01804155 0.05585847],[9.992447e-01 7.553238e-04],"[5.5872707e-08 3.0603936e-05 4.1842796e-02 8.3727306e-01 1.1978146e-01
 1.0687300e-03 3.1993959e-06 9.1212421e-08 2.2303834e-09]"
detected_faces\601_face0.jpg,Middle Eastern,White,Female,20-29,"[0.29904    0.00038908 0.25845063 0.07587212 0.00683634 0.00321329
 0.3561985 ]",[8.2240289e-01 4.0958857e-04 1.7480861e-01 2.3788931e-03],[1.2026778e-04 9.9987978e-01],"[1.6833641e-07 9.8704733e-04 2.2861379e-01 7.4098039e-01 2.9104600e-02
 3.1257307e-04 1.3632990e-06 4.8412328e-08 1.6341279e-09]"
detected_faces\602_face0.jpg,White,White,Female,50-59,"[8.1011647e-01 3.1192834e-05 3.4758329e-02 9.5363223e-04 3.0808090e-04
 2.8023313e-04 1.5355203e-01]",[9.9720937e-01 1.7619092e-04 2.0425532e-03 5.7182502e-04],[0.0325123 0.9674877],"[3.1366402e-05 3.7044691e-04 3.0782740e-03 2.5226208e-03 2.3113780e-02
 1.3279453e-01 4.8534048e-01 3.2832760e-01 2.4420884e-02]"
detected_faces\604_face0.jpg,Indian,Indian,Male,30-39,"[0.01083387 0.041379   0.18504052 0.00567404 0.04890015 0.6862147
 0.02195767]",[0.05032393 0.20922902 0.02256766 0.7178794 ],[9.9996012e-01 3.9855706e-05],"[4.4304397e-06 5.5028555e-05 5.6925882e-03 1.8952556e-01 5.2137822e-01
 2.5620401e-01 2.5790742e-02 1.3153790e-03 3.4089258e-05]"
detected_faces\605_face0.jpg,Black,Indian,Male,30-39,"[1.1938770e-03 9.6639639e-01 8.0846548e-03 1.6701774e-04 4.0749451e-03
 1.5496704e-02 4.5863655e-03]",[0.00117077 0.45595187 0.01682086 0.5260566 ],[9.9996626e-01 3.3742421e-05],"[9.7513080e-08 1.5826269e-06 2.2057261e-04 6.0501296e-02 5.6987739e-01
 3.4155163e-01 2.7130641e-02 6.9186511e-04 2.4844408e-05]"
detected_faces\606_face0.jpg,Middle Eastern,White,Female,20-29,"[3.0808926e-03 3.3569842e-05 1.1312354e-02 3.2066386e-05 7.1460212e-04
 2.2695841e-02 9.6213067e-01]",[0.6744308  0.00488088 0.01555742 0.3051309 ],[0.01462161 0.9853784 ],"[9.1102905e-08 9.3295785e-05 5.1332824e-02 6.6951394e-01 2.6518500e-01
 1.3599677e-02 2.6320838e-04 1.1518679e-05 4.2478996e-07]"
detected_faces\607_face0.jpg,Southeast Asian,Asian,Female,3-9,"[6.0448342e-04 4.7564385e-03 3.1514272e-02 1.6078845e-01 7.9090762e-01
 1.1362385e-02 6.6336746e-05]",[1.9391512e-03 8.7147561e-04 9.9076533e-01 6.4240205e-03],[0.01656206 0.98343796],"[2.18304747e-04 6.28554404e-01 3.60350996e-01 9.27534234e-03
 1.47158117e-03 1.18790114e-04 9.02876127e-06 1.39491351e-06
 1.73624215e-07]"
detected_faces\608_face0.jpg,White,White,Female,20-29,"[8.2442755e-01 2.6684752e-04 4.7383927e-02 1.1407256e-03 4.8383321e-03
 1.7398085e-02 1.0454452e-01]",[0.78082395 0.00230311 0.01724005 0.19963282],[0.00124521 0.9987548 ],"[1.8310390e-06 2.9436991e-04 3.0218327e-02 4.2992172e-01 3.7770808e-01
 1.4801344e-01 1.3187197e-02 6.3856447e-04 1.6522208e-05]"
detected_faces\60_face0.jpg,Latino_Hispanic,White,Male,3-9,"[2.4001510e-01 2.1277407e-02 7.0549601e-01 6.1536382e-04 2.9123228e-03
 1.0278726e-02 1.9405119e-02]",[0.822435   0.14417975 0.01661723 0.01676801],[0.8494561  0.15054388],"[1.0152679e-03 7.4880719e-01 2.4398004e-01 5.4616481e-03 6.8173429e-04
 5.0718576e-05 2.8529960e-06 5.2438753e-07 1.0451168e-07]"
detected_faces\610_face0.jpg,Middle Eastern,White,Male,30-39,"[3.6562464e-01 2.4765213e-03 6.3176595e-02 1.3694374e-04 2.7079580e-04
 1.5612242e-03 5.6675327e-01]",[0.99493074 0.00281332 0.00101759 0.00123839],[9.9999714e-01 2.8846143e-06],"[1.8203934e-06 2.2229975e-05 9.9221598e-03 2.6456061e-01 4.3281037e-01
 2.6576239e-01 2.5557419e-02 1.3482600e-03 1.4752917e-05]"
detected_faces\611_face0.jpg,Middle Eastern,White,Male,60-69,"[0.14427836 0.00148336 0.07824455 0.00787728 0.00670225 0.01265375
 0.74876046]",[9.8290563e-01 9.4091221e-05 1.5045567e-02 1.9547075e-03],[9.9965137e-01 3.4863612e-04],"[8.4139698e-05 1.3159456e-04 1.1727283e-03 5.7819550e-04 1.9386767e-03
 2.1459688e-02 2.2392713e-01 6.4647323e-01 1.0423466e-01]"
